Title,Rating,Year,Month,Runtime,Directors,Budget,Income,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Top_50_Director,Lead,Supporting,Lead_Top,Supporting_Top
Over the Hedge,6.7,2006,5,83,Tim Johnson,80000000.0,339795890.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruce Willis, Garry Shandling,1,0
Notes on a Scandal,7.4,2006,1,92,Richard Eyre,15000000.0,49814392.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cate Blanchett, Judi Dench,1,0
The Black Dahlia,5.6,2006,9,121,Brian De Palma,50000000.0,49332692.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Josh Hartnett, Aaron Eckhart,1,0
Paprika,7.7,2006,6,90,Satoshi Kon,2250000.0,946590.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Megumi Hayashibara, T ru Emori,0,0
Gridiron Gang,7.0,2006,9,125,Phil Joanou,30000000.0,41480851.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dwayne Johnson, Xzibit,1,0
The Sentinel,6.1,2006,4,108,Clark Johnson,60000000.0,78810595.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Michael Douglas, Kiefer Sutherland,1,0
Black Book,7.7,2006,5,145,Paul Verhoeven,21000000.0,26768563.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Carice van Houten, Sebastian Koch,0,0
Tenacious D in the Pick of Destiny,6.8,2006,11,94,Liam Lynch,20000000.0,13939963.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jack Black, Kyle Gass,1,0
Beerfest,6.2,2006,8,110,Jay Chandrasekhar,17500000.0,20387597.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jay Chandrasekhar, Kevin Heffernan,0,0
Letters from Iwo Jima,7.9,2006,2,141,Clint Eastwood,19000000.0,68673228.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ken Watanabe, Kazunari Ninomiya,1,0
Ice Age: The Meltdown,6.8,2006,3,91,Carlos Saldanha,80000000.0,667094506.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Romano, John Leguizamo,0,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,2005,12,143,Andrew Adamson,180000000.0,745013115.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Tilda Swinton, Georgie Henley,1,0
Lord of War,7.6,2005,9,122,Andrew Niccol,50000000.0,72617068.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolas Cage, Ethan Hawke,1,0
The Family Stone,6.3,2005,12,103,Thomas Bezucha,18000000.0,92884429.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dermot Mulroney, Sarah Jessica Parker,0,0
Harry Potter and the Goblet of Fire,7.7,2005,11,157,Mike Newell,150000000.0,896815106.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Radcliffe, Emma Watson,1,0
Charlie and the Chocolate Factory,6.7,2005,7,115,Tim Burton,150000000.0,474968763.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Johnny Depp, Freddie Highmore,1,0
Pride & Prejudice,7.8,2005,11,129,Joe Wright,28000000.0,121616555.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Keira Knightley, Matthew Macfadyen,1,0
Kingdom of Heaven,7.2,2005,5,144,Ridley Scott,130000000.0,218122627.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Orlando Bloom, Eva Green,1,0
Batman Begins,8.2,2005,6,140,Christopher Nolan,150000000.0,373672993.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Christian Bale, Michael Caine,1,0
The 40-Year-Old Virgin,7.1,2005,8,116,Judd Apatow,26000000.0,177378645.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Steve Carell, Catherine Keener,1,0
Wedding Crashers,7.0,2005,7,119,David Dobkin,40000000.0,288485135.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Owen Wilson, Vince Vaughn,1,0
Sin City,8.0,2005,4,124,Frank Miller,40000000.0,158733820.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mickey Rourke, Clive Owen,1,0
V for Vendetta,8.2,2005,3,132,James McTeigue,54000000.0,134686457.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hugo Weaving, Natalie Portman,1,0
King Kong,7.2,2005,12,187,Peter Jackson,207000000.0,556906378.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Naomi Watts, Jack Black,1,0
Kiss Kiss Bang Bang,7.5,2005,11,103,Shane Black,15000000.0,15785148.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Robert Downey Jr , Val Kilmer,0,0
Brokeback Mountain,7.7,2005,1,134,Ang Lee,14000000.0,178062759.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jake Gyllenhaal, Heath Ledger,1,0
Coach Carter,7.3,2005,1,136,Thomas Carter,30000000.0,76669554.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Samuel L Jackson, Rick Gonzalez,0,0
Star Wars: Episode III - Revenge of the Sith,7.6,2005,5,140,George Lucas,113000000.0,868390560.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hayden Christensen, Natalie Portman,1,0
Constantine,7.0,2005,2,121,Francis Lawrence,100000000.0,230884728.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Keanu Reeves, Rachel Weisz,1,0
Corpse Bride,7.3,2005,9,77,Tim Burton,40000000.0,118133252.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Johnny Depp, Helena Bonham Carter,1,0
War of the Worlds,6.5,2005,6,116,Steven Spielberg,132000000.0,603873119.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Tom Cruise, Dakota Fanning,1,0
The Descent,7.2,2005,8,99,Neil Marshall,4235000.0,57130027.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Shauna Macdonald, Natalie Mendoza,0,0
Madagascar,6.9,2005,5,86,Eric Darnell,75000000.0,542063846.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Rock, Ben Stiller,1,0
Waiting...,6.7,2005,10,94,Rob McKittrick,3000000.0,18637690.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryan Reynolds, Anna Faris,1,0
The Longest Yard,6.4,2005,5,113,Peter Segal,82000000.0,191466556.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Adam Sandler, Burt Reynolds,1,0
Joyeux Noel,7.7,2005,11,116,Christian Carion,19240922.84,17709155.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Diane Kruger, Benno F rmann,0,0
The Nativity Story,6.8,2005,12,101,Catherine Hardwicke,35000000.0,46432264.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Keisha Castle Hughes, Shohreh Aghdashloo,0,0
The Island,6.8,2005,7,136,Michael Bay,126000000.0,162949164.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Scarlett Johansson, Ewan McGregor,1,0
The Hitchhiker's Guide to the Galaxy,6.7,2005,4,109,Garth Jennings,50000000.0,104478416.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Martin Freeman, Yasiin Bey,0,0
Hostel,5.9,2005,1,94,Eli Roth,4800000.0,81979826.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jay Hernandez, Derek Richardson,0,0
Mr. & Mrs. Smith,6.5,2005,6,120,Doug Liman,110000000.0,487287646.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brad Pitt, Angelina Jolie,1,0
A History of Violence,7.4,2005,9,96,David Cronenberg,32000000.0,61385065.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viggo Mortensen, Maria Bello,1,0
Sky High,6.3,2005,7,100,Mike Mitchell,35000000.0,86369815.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kurt Russell, Kelly Preston,1,0
Serenity,7.8,2005,9,119,Joss Whedon,39000000.0,40445129.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Nathan Fillion, Gina Torres,0,0
Just Like Heaven,6.7,2005,9,95,Mark Waters,58000000.0,102854431.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Reese Witherspoon, Mark Ruffalo,1,0
Walk the Line,7.8,2005,11,136,James Mangold,28000000.0,186797986.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Joaquin Phoenix, Reese Witherspoon,1,0
The World's Fastest Indian,7.8,2005,3,127,Roger Donaldson,25000000.0,18299138.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Anthony Hopkins, Diane Ladd,1,0
Brick,7.2,2005,4,110,Rian Johnson,475000.0,3947579.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Joseph Gordon Levitt, Lukas Haas,0,0
Munich,7.5,2005,1,164,Steven Spielberg,70000000.0,130982129.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Eric Bana, Daniel Craig,1,0
Memoirs of a Geisha,7.3,2005,12,145,Rob Marshall,85000000.0,162242962.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ziyi Zhang, Ken Watanabe,1,0
Survival Island,4.9,2005,5,95,Stewart Raffill,9000000.0,558764.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Billy Zane, Kelly Brook,1,0
Rent,6.8,2005,11,135,Chris Columbus,40000000.0,31670620.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Taye Diggs, Wilson Jermaine Heredia,0,0
Fantastic Four,5.7,2005,7,106,Tim Story,100000000.0,333535934.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Ioan Gruffudd, Michael Chiklis,1,0
Robots,6.4,2005,3,91,Chris Wedge,75000000.0,262511490.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ewan McGregor, Halle Berry,1,0
Match Point,7.6,2005,1,124,Woody Allen,15000000.0,85638656.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Scarlett Johansson, Jonathan Rhys Meyers,1,0
Hitch,6.6,2005,2,118,Andy Tennant,70000000.0,371594210.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Will Smith, Eva Mendes,1,0
The Brothers Grimm,5.9,2005,8,118,Terry Gilliam,88000000.0,105316267.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matt Damon, Heath Ledger,1,0
The Amityville Horror,5.9,2005,4,90,Andrew Douglas,19000000.0,107516369.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ryan Reynolds, Melissa George,1,0
Hard Candy,7.0,2005,4,104,David Slade,950000.0,7022209.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Patrick Wilson, Elliot Page,1,0
Æon Flux,5.4,2005,12,93,Karyn Kusama,62000000.0,53321673.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Charlize Theron, Frances McDormand,1,0
Red Eye,6.5,2005,8,85,Wes Craven,26000000.0,96258201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rachel McAdams, Cillian Murphy,1,0
The Dukes of Hazzard,5.1,2005,8,104,Jay Chandrasekhar,50000000.0,111069515.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seann William Scott, Johnny Knoxville,0,0
Jarhead,7.0,2005,11,125,Sam Mendes,72000000.0,97076152.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Jake Gyllenhaal, Jamie Foxx,1,0
Doom,5.2,2005,10,105,Andrzej Bartkowiak,60000000.0,58072119.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Karl Urban, Rosamund Pike,1,0
Into the Blue,5.9,2005,9,110,John Stockwell,50000000.0,46117696.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Walker, Jessica Alba,1,0
House of Wax,5.4,2005,5,113,Jaume Collet Serra,40000000.0,68766121.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Chad Michael Murray, Paris Hilton,0,0
The Pacifier,5.6,2005,3,95,Adam Shankman,56000000.0,198636868.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vin Diesel, Brittany Snow,1,0
Transporter 2,6.3,2005,9,87,Louis Leterrier,32000000.0,89083229.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jason Statham, Amber Valletta,1,0
Nanny McPhee,6.6,2005,1,97,Kirk Jones,25000000.0,123276807.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Emma Thompson, Colin Firth,1,0
Elektra,4.7,2005,1,97,Rob Bowman,43000000.0,56995646.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jennifer Garner, Goran Visnjic,1,0
Zathura: A Space Adventure,6.2,2005,11,101,Jon Favreau,65000000.0,65079104.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Josh Hutcherson, Jonah Bobo,0,0
Imagine Me & You,6.7,2005,5,90,Ol Parker,7900000.0,2635305.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Piper Perabo, Lena Headey,1,0
Saw II,6.6,2005,10,93,Darren Lynn Bousman,4000000.0,147748505.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Donnie Wahlberg, Beverley Mitchell,0,0
The Legend of Zorro,5.9,2005,10,129,Martin Campbell,75000000.0,142400065.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Antonio Banderas, Catherine Zeta Jones,1,0
The Devil's Rejects,6.7,2005,7,107,Rob Zombie,7000000.0,20901859.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Sid Haig, Sheri Moon Zombie,0,0
Stay,6.7,2005,10,99,Marc Forster,50000000.0,8483797.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Ewan McGregor, Naomi Watts,1,0
The Cave,5.1,2005,8,97,Bruce Hunt,30000000.0,33296457.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Piper Perabo, Morris Chestnut,1,0
The Wedding Date,6.1,2005,2,90,Clare Kilner,15000000.0,47096206.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dermot Mulroney, Debra Messing,0,0
The Constant Gardener,7.4,2005,8,129,Fernando Meirelles,25000000.0,82468097.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Ralph Fiennes, Rachel Weisz,1,0
Sahara,6.0,2005,4,124,Breck Eisner,130000000.0,119240351.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthew McConaughey, Penélope Cruz,1,0
The New World,6.7,2005,1,135,Terrence Malick,30000000.0,49334775.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Colin Farrell, Q'orianka Kilcher,1,0
Cinderella Man,8.0,2005,6,144,Ron Howard,88000000.0,108539911.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Russell Crowe, Ren e Zellweger,1,0
Four Brothers,6.8,2005,7,109,John Singleton,45000000.0,92374674.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark Wahlberg, Tyrese Gibson,1,0
Rumor Has It...,5.5,2005,12,97,Rob Reiner,55000000.0,88933562.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jennifer Aniston, Mark Ruffalo,1,0
The Adventures of Sharkboy and Lavagirl 3-D,3.7,2005,6,93,Robert Rodriguez,50000000.0,71992655.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cayden Boyd, George Lopez,0,0
The Squid and the Whale,7.3,2005,12,81,Noah Baumbach,1500000.0,11098131.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Owen Kline, Jeff Daniels,0,0
Son of the Mask,2.2,2005,2,94,Lawrence Guterman,84000000.0,59981548.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Jamie Kennedy, Traylor Howard,0,0
Lords of Dogtown,7.1,2005,6,107,Catherine Hardwicke,25000000.0,13411957.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Heath Ledger, Emile Hirsch,1,0
Capote,7.3,2005,2,114,Bennett Miller,7000000.0,49327405.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philip Seymour Hoffman, Clifton Collins Jr ,1,0
Noroi,6.9,2005,6,115,K ji Shiraishi,2000000.0,6819.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Jin Muraki, Rio Kanno,0,0
The Exorcism of Emily Rose,6.7,2005,9,119,Scott Derrickson,19000000.0,145166804.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Laura Linney, Tom Wilkinson,1,0
Monster-in-Law,5.5,2005,5,101,Robert Luketic,43000000.0,155457327.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jennifer Lopez, Michael Vartan,1,0
A Lot Like Love,6.6,2005,4,107,Nigel Cole,30000000.0,42886719.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ashton Kutcher, Amanda Peet,1,0
The Skeleton Key,6.5,2005,8,104,Iain Softley,43000000.0,93983911.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Kate Hudson, Peter Sarsgaard,1,0
Hostage,6.5,2005,3,113,Florent Emilio Siri,52000000.0,77663556.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruce Willis, Kevin Pollak,1,0
Wolf Creek,6.2,2005,12,99,Greg McLean,1000000.0,30894796.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Nathan Phillips, Cassandra Magrath,0,0
Fun with Dick and Jane,6.1,2005,12,90,Dean Parisot,100000000.0,204681899.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Carrey, T a Leoni,1,0
The Sisterhood of the Traveling Pants,6.5,2005,6,119,Ken Kwapis,25000000.0,42013878.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Amber Tamblyn, Alexis Bledel,0,0
Diary of a Mad Black Woman,5.7,2005,2,116,Darren Grant,5500000.0,50652203.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kimberly Elise, Steve Harris,0,0
Syriana,6.9,2005,12,128,Stephen Gaghan,50000000.0,93974620.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,George Clooney, Matt Damon,1,0
Kicking & Screaming,5.6,2005,5,95,Jesse Dylan,45000000.0,56070433.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Will Ferrell, Robert Duvall,1,0
Chicken Little,5.7,2005,11,81,Mark Dindal,150000000.0,314432837.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zach Braff, Joan Cusack,0,0
Wallace & Gromit: The Curse of the Were-Rabbit,7.5,2005,10,85,Steve Box,30000000.0,194137091.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peter Sallis, Helena Bonham Carter,0,0
The Polar Express,6.6,2004,11,100,Robert Zemeckis,165000000.0,316110472.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tom Hanks, Chris Coppola,1,0
Christmas with the Kranks,5.4,2004,11,99,Joe Roth,60000000.0,96593018.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tim Allen, Jamie Lee Curtis,1,0
National Treasure,6.9,2004,11,131,Jon Turteltaub,100000000.0,347512318.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nicolas Cage, Diane Kruger,1,0
Mean Girls,7.1,2004,4,97,Mark Waters,17000000.0,130126277.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lindsay Lohan, Jonathan Bennett,1,0
Troy,7.3,2004,5,163,Wolfgang Petersen,175000000.0,497409852.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brad Pitt, Eric Bana,1,0
Eternal Sunshine of the Spotless Mind,8.3,2004,3,108,Michel Gondry,20000000.0,74036715.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Jim Carrey, Kate Winslet,1,0
Harry Potter and the Prisoner of Azkaban,7.9,2004,6,142,Alfonso Cuar n,130000000.0,797660766.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Radcliffe, Emma Watson,1,0
The Notebook,7.8,2004,6,123,Nick Cassavetes,29000000.0,118230644.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Gena Rowlands, James Garner,1,0
The Girl Next Door,6.7,2004,4,109,Luke Greenfield,25000000.0,30381722.0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Emile Hirsch, Nicholas Downs,0,0
Surviving Christmas,5.4,2004,10,91,Mike Mitchell,45000000.0,15125687.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ben Affleck, Christina Applegate,1,0
The Day After Tomorrow,6.4,2004,5,124,Roland Emmerich,125000000.0,552639571.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Dennis Quaid, Jake Gyllenhaal,1,0
Napoleon Dynamite,6.9,2004,8,96,Jared Hess,400000.0,46138887.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jon Heder, Efren Ramirez,1,0
The Incredibles,8.0,2004,11,115,Brad Bird,92000000.0,631607053.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Craig T Nelson, Samuel L Jackson,0,0
Man on Fire,7.7,2004,4,146,Tony Scott,70000000.0,130834852.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denzel Washington, Christopher Walken,1,0
Closer,7.2,2004,12,104,Mike Nichols,27000000.0,115505027.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Natalie Portman, Jude Law,1,0
Kill Bill: Vol. 2,8.0,2004,4,137,Quentin Tarantino,30000000.0,154118820.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Uma Thurman, David Carradine,1,0
Van Helsing,6.0,2004,5,131,Stephen Sommers,160000000.0,300157638.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hugh Jackman, Kate Beckinsale,1,0
The Phantom of the Opera,7.2,2004,1,143,Joel Schumacher,70000000.0,154674241.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Gerard Butler, Emmy Rossum,1,0
The Passion of the Christ,7.2,2004,2,127,Mel Gibson,30000000.0,612054506.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Caviezel, Monica Bellucci,1,0
The Machinist,7.7,2004,12,101,Brad Anderson,5000000.0,8203235.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Christian Bale, Jennifer Jason Leigh,1,0
Howl's Moving Castle,8.2,2004,6,119,Hayao Miyazaki,24000000.0,237536126.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Chieko Baish , Takuya Kimura,0,0
Raising Helen,6.0,2004,5,119,Garry Marshall,50000000.0,49718611.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kate Hudson, John Corbett,1,0
Dodgeball: A True Underdog Story,6.7,2004,6,92,Rawson Marshall Thurber,20000000.0,168423227.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ben Stiller, Christine Taylor,1,0
The Butterfly Effect,7.6,2004,1,113,Eric Bress,13000000.0,96822421.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Ashton Kutcher, Amy Smart,1,0
Spider-Man 2,7.4,2004,6,127,Sam Raimi,200000000.0,788976453.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tobey Maguire, Kirsten Dunst,1,0
Crash,7.8,2004,5,112,Paul Haggis,6500000.0,98410061.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Don Cheadle, Sandra Bullock,1,0
Saw,7.6,2004,10,103,James Wan,1200000.0,103911669.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Cary Elwes, Leigh Whannell,1,0
Collateral,7.5,2004,8,120,Michael Mann,65000000.0,220239925.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Cruise, Jamie Foxx,1,0
Downfall,8.2,2004,4,156,Oliver Hirschbiegel,14310000.0,92181574.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bruno Ganz, Alexandra Maria Lara,1,0
White Chicks,5.7,2004,6,109,Keenen Ivory Wayans,37000000.0,113100873.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marlon Wayans, Shawn Wayans,1,0
