Title,Rating,Year,Month,Certificate,Runtime,Directors,Stars,Country_of_origin,top_50_director_1,top_50_director_2,top_1000_Stars_1,top_1000_Stars_2,top_1000_Stars_3,top_1000_Stars_4,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,Budget_inf,Income_inf,Profit_inf,ROI_inf
Licorice Pizza,7.2,2021,12,R,133.0,Paul Thomas Anderson,"Alana Haim, Cooper Hoffman, Sean Penn, Tom Waits","United States, Canada",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,41879160.0,34830847.12,-7048312.880000003,-0.20235835366613394
The King's Man,6.3,2021,12,R,131.0,Matthew Vaughn,"Ralph Fiennes, Gemma Arterton, Rhys Ifans, Harris Dickinson","United Kingdom, United States",0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104697900.0,131812015.62,27114115.620000005,0.20570291329257198
Sing 2,7.4,2021,12,PG,110.0,"Garth Jennings, Christophe Lourdelet","Matthew McConaughey, Reese Witherspoon, Scarlett Johansson, Tori Kelly","United States, Japan",0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88993215.0,426659555.05,337666340.05,0.7914186757411985
Mortal Kombat,6.1,2021,4,R,110.0,Simon McQuoid,"Lewis Tan, Jessica McNamee, Josh Lawson, Joe Taslim",United States,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57583845.0,88382544.61,30798699.61,0.34847038796974505
Last Night in Soho,7.1,2021,10,R,116.0,Edgar Wright,"Thomasin McKenzie, Anya Taylor Joy, Matt Smith, Diana Rigg","United Kingdom, China",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,45020097.0,24036151.26,-20983945.74,-0.8730160462469979
Nobody,7.4,2021,3,R,92.0,Ilya Naishuller,"Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd","United States, Japan, China",0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16751664.0,60212304.63,43460640.63,0.7217900211105074
Nightmare Alley,7.0,2021,12,R,150.0,Guillermo del Toro,"Bradley Cooper, Cate Blanchett, Toni Collette, Willem Dafoe","United States, Mexico, Canada",1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62818740.0,41490934.95,-21327805.049999997,-0.5140352965220417
Eternals,6.3,2021,11,PG-13,156.0,Chlo Zhao,"Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek",United States,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209395800.0,420953505.89,211557705.89,0.5025678677808244
The Worst Person in the World,7.8,2021,10,R,128.0,Joachim Trier,"Renate Reinsve, Anders Danielsen Lie, Herbert Nordrum, Hans Olav Brenner","Norway, France, Sweden, Denmark",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5548988.7,13273773.56,7724784.86,0.5819584630612005
Free Guy,7.1,2021,8,PG-13,115.0,Shawn Levy,"Ryan Reynolds, Jodie Comer, Taika Waititi, Lil Rel Howery","United States, Canada",0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125637480.0,347101386.05,221463906.05,0.6380380918965795
Zack Snyder's Justice League,8.0,2021,3,R,242.0,Zack Snyder,"Henry Cavill, Ben Affleck, Gal Gadot, Amy Adams",United States,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,314093700.0,0.0,0.0,0.0
Pleasure,6.4,2021,10,R,109.0,Ninja Thyberg,"Sofia Kappel, Zelda Morrison, Evelyn Claire, Chris Cock","Sweden, Netherlands, France",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1869904.49,412325.46,-1457579.03,-3.535020684873546
House of Gucci,6.6,2021,11,R,158.0,Ridley Scott,"Lady Gaga, Adam Driver, Al Pacino, Jeremy Irons","United States, Canada",1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78523425.0,160465307.63,81941882.63,0.5106517031017143
Encanto,7.2,2021,11,PG,102.0,"Jared Bush, Byron Howard, Charise Castro Smith","Stephanie Beatriz, Mar a Cecilia Botero, John Leguizamo, Mauro Castillo",United States,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52348950.0,268850326.35,216501376.35000002,0.8052858975077082
The Matrix Resurrections,5.7,2021,12,R,148.0,Lana Wachowski,"Keanu Reeves, Carrie Anne Moss, Yahya Abdul Mateen II, Jonathan Groff","United States, Australia",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,198926010.0,164687205.43,-34238804.56999999,-0.2079020314942021
Home Sweet Home Alone,3.6,2021,11,PG,93.0,Dan Mazer,"Ellie Kemper, Rob Delaney, Archie Yates, Aisling Bea",United States,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15704685.0,0.0,0.0,0.0
Ghostbusters: Afterlife,7.1,2021,11,PG-13,124.0,Jason Reitman,"Carrie Coon, Paul Rudd, Finn Wolfhard, Mckenna Grace","United States, Canada",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78523425.0,213933883.36,135410458.36,0.6329547065348985
Wrath of Man,7.1,2021,5,R,119.0,Guy Ritchie,"Jason Statham, Holt McCallany, Josh Hartnett, Rocci Williams","United Kingdom, United States",1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41879160.0,108850730.69,66971570.69,0.6152606442370222
Black Widow,6.7,2021,7,PG-13,134.0,Cate Shortland,"Scarlett Johansson, Florence Pugh, David Harbour, Rachel Weisz",United States,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,209395800.0,397592008.0,188196208.0,0.4733400174381775
F9: The Fast Saga,5.2,2021,6,PG-13,143.0,Justin Lin,"Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson",United States,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,209395800.0,760347036.73,550951236.73,0.7246049634117839
CODA,8.0,2021,8,PG-13,111.0,Sian Heder,"Emilia Jones, Marlee Matlin, Troy Kotsur, Daniel Durant","France, Canada, United States",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10469790.0,1974984.54,-8494805.46,-4.301200990666995
The Last Duel,7.4,2021,10,R,152.0,Ridley Scott,"Matt Damon, Adam Driver, Jodie Comer, Harriet Walter","United Kingdom, United States",1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,104697900.0,31987418.62,-72710481.38,-2.273096252116389
Cyrano,6.4,2021,2,PG-13,123.0,Joe Wright,"Peter Dinklage, Haley Bennett, Kelvin Harrison Jr , Ben Mendelsohn","United Kingdom, Canada, United States",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,6697195.91,0.0,0.0
Silent Night,5.7,2021,12,,92.0,Camille Griffin,"Keira Knightley, Matthew Goode, Roman Griffin Davis, Annabelle Wallis",United Kingdom,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,459440.56,0.0,0.0
The Power of the Dog,6.8,2021,12,R,126.0,Jane Campion,"Benedict Cumberbatch, Kirsten Dunst, Jesse Plemons, Kodi Smit McPhee","New Zealand, United Kingdom, Canada, Australia",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,283740.73,0.0,0.0
Shang-Chi and the Legend of the Ten Rings,7.4,2021,9,PG-13,132.0,Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Chiu Wai Leung, Ben Kingsley",United States,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209395800.0,452549649.61,243153849.61,0.537297619873413
West Side Story,7.2,2021,12,PG-13,156.0,Steven Spielberg,"Ansel Elgort, Rachel Zegler, Ariana DeBose, David Alvarez",United States,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,104697900.0,79587334.7,-25110565.299999997,-0.3155095643628834
Operation Mincemeat,6.6,2021,5,PG-13,128.0,John Madden,"Colin Firth, Matthew Macfadyen, Kelly Macdonald, Rufus Wright","United Kingdom, United States",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,16448211.79,0.0,0.0
Old,5.8,2021,7,PG-13,108.0,M Night Shyamalan,"Gael Garc a Bernal, Vicky Krieps, Rufus Sewell, Alex Wolff","United States, Japan, China",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,18845622.0,94381502.89,75535880.89,0.8003250486277566
Red Notice,6.3,2021,11,PG-13,118.0,Rawson Marshall Thurber,"Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya",United States,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,167516640.0,186511.98,-167330128.02,-897.1548531091676
Mad God,6.8,2021,6,,83.0,Phil Tippett,"Alex Cox, Niketa Roman, Satish Ratakonda, Harper Taylor",United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,340312.15,0.0,0.0
The Green Knight,6.6,2021,7,R,130.0,David Lowery,"Dev Patel, Alicia Vikander, Joel Edgerton, Sarita Choudhury","United States, Canada, Ireland",0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,19775776.99,0.0,0.0
The Many Saints of Newark,6.3,2021,10,R,120.0,Alan Taylor,"Alessandro Nivola, Leslie Odom Jr , Jon Bernthal, Vera Farmiga",United States,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52348950.0,13671758.55,-38677191.45,-2.828984384748369
Belfast,7.3,2021,11,PG-13,98.0,Kenneth Branagh,"Jude Hill, Lewis McAskie, Caitr ona Balfe, Jamie Dornan",United Kingdom,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26174475.0,51139856.77,24965381.770000003,0.4881785626088292
Army of the Dead,5.7,2021,5,R,148.0,Zack Snyder,"Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick",United States,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73288530.0,0.0,0.0,0.0
Malignant,6.2,2021,9,R,111.0,James Wan,"Annabelle Wallis, Maddie Hasson, George Young, Michole Briana White","United States, China",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,41879160.0,36531234.19,-5347925.810000002,-0.14639324207294194
Marcel the Shell with Shoes On,7.9,2021,6,PG,90.0,Dean Fleischer Camp,"Jenny Slate, Dean Fleischer Camp, Isabella Rossellini, Joe Gabler",United States,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6634428.47,0.0,0.0
The Electrical Life of Louis Wain,6.8,2021,11,PG-13,111.0,Will Sharpe,"Benedict Cumberbatch, Claire Foy, Andrea Riseborough, Toby Jones",United Kingdom,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1580072.44,0.0,0.0
The Tomorrow War,6.5,2021,7,PG-13,138.0,Chris McKay,"Chris Pratt, Yvonne Strahovski, J K Simmons, Betty Gilpin",United States,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209395800.0,15076497.6,-194319302.4,-12.88888888888889
On the Count of Three,7.0,2021,5,R,86.0,Jerrod Carmichael,"Jerrod Carmichael, Christopher Abbott, Tiffany Haddish, Lavell Crawford",United States,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,65049.85,0.0,0.0
After Yang,6.6,2021,3,PG,96.0,Kogonada,"Colin Farrell, Jodie Turner Smith, Malea Emma Tjandrawidjaja, Justin H Min",United States,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,703731.12,0.0,0.0
Godzilla vs. Kong,6.3,2021,3,PG-13,113.0,Adam Wingard,"Alexander Skarsg rd, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry",United States,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,209395800.0,492150292.25,282754492.25,0.5745287500639495
Cruella,7.3,2021,5,PG-13,134.0,Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser","United States, United Kingdom",0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104697900.0,244472982.43,139775082.43,0.5717404068157995
Benedetta,6.8,2021,12,Unrated,131.0,Paul Verhoeven,"Virginie Efira, Charlotte Rampling, Daphne Patakia, Lambert Wilson","France, Belgium, Netherlands",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25493938.65,4450280.56,-21043658.09,-4.728613804519327
Resident Evil: Welcome to Raccoon City,5.2,2021,11,R,107.0,Johannes Roberts,"Kaya Scodelario, Robbie Amell, Hannah John Kamen, Tom Hopper","Canada, Germany",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26174475.0,43884035.79,17709560.79,0.4035536037466166
Boiling Point,7.5,2021,1,R,92.0,Philip Barantini,"Stephen Graham, Vinette Robinson, Alice Feetham, Ray Panthaki",United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,858522.78,1493951.09,635428.31,0.4253340783733422
Voyagers,5.4,2021,4,PG-13,108.0,Neil Burger,"Colin Farrell, Tye Sheridan, Lily Rose Depp, Fionn Whitehead","United States, Czech Republic, Romania, United Kingdom",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,4500108.39,0.0,0.0
Venom: Let There Be Carnage,5.9,2021,10,PG-13,97.0,Andy Serkis,"Tom Hardy, Woody Harrelson, Michelle Williams, Naomie Harris","United States, China",0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115167690.0,530675536.69,415507846.69,0.7829790860186636
Red Rocket,7.2,2021,12,R,130.0,Sean Baker,"Simon Rex, Bree Elrod, Suzanna Son, Brenda Deiss",United States,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1151676.9,2421195.47,1269518.5700000003,0.5243354308770453
Pig,6.9,2021,7,R,92.0,Michael Sarnoski,"Nicolas Cage, Alex Wolff, Adam Arkin, Cassandra Violet","United States, United Kingdom",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4072153.63,0.0,0.0
The Addams Family 2,5.4,2021,10,PG,93.0,"Greg Tiernan, Conrad Vernon, Laura Brousseau, Kevin Pavlovic","Oscar Isaac, Charlize Theron, Chlo Grace Moretz, Javon Wanna Walton","United States, Canada",0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,125443949.07,0.0,0.0
The Innocents,7.0,2021,9,Not Rated,117.0,Eskil Vogt,"Rakel Lenora Fl ttum, Alva Brynsmo Ramstad, Sam Ashraf, Mina Yasmin Bremseth Asheim","Norway, Sweden, Denmark, Finland, France, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,242973.46,0.0,0.0
King Richard,7.5,2021,11,PG-13,144.0,Reinaldo Marcus Green,"Will Smith, Aunjanue Ellis, Jon Bernthal, Saniyya Sidney",United States,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52348950.0,41208983.51,-11139966.490000002,-0.2703285919997691
The Forgiven,6.0,2021,9,R,117.0,John Michael McDonagh,"Jessica Chastain, Ralph Fiennes, Matt Smith, Abbey Lee","United Kingdom, United States, Canada",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1435990.33,0.0,0.0
"tick, tick... BOOM!",7.5,2021,11,PG-13,120.0,Lin Manuel Miranda,"Andrew Garfield, Alexandra Shipp, Robin de Jesus, Vanessa Hudgens",United States,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57583845.0,118075.15,-57465769.85,-486.68809525120236
Antlers,5.9,2021,10,R,99.0,Scott Cooper,"Keri Russell, Jesse Plemons, Jeremy T Thomas, Graham Greene","Mexico, United States",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,19754042.75,0.0,0.0
Jungle Cruise,6.6,2021,7,PG-13,127.0,Jaume Collet Serra,"Dwayne Johnson, Emily Blunt, Edgar Ram rez, Jack Whitehall",United States,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209395800.0,231266611.28,21870811.28,0.0945696880278169
Drive My Car,7.6,2021,11,Unrated,179.0,Ry suke Hamaguchi,"Hidetoshi Nishijima, T ko Miura, Reika Kirishima, Masaki Okada",Japan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16032445.96,0.0,0.0
Cherry,6.6,2021,3,R,142.0,"Anthony Russo, Joe Russo","Tom Holland, Ciara Bravo, Jack Reynor, Forrest Goodluck",United States,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41879160.0,0.0,0.0,0.0
The Tragedy of Macbeth,7.1,2021,1,R,105.0,Joel Coen,"Denzel Washington, Frances McDormand, Alex Hassell, Bertie Carvel",United States,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,549424.22,0.0,0.0
The Lost Daughter,6.7,2021,12,R,121.0,Maggie Gyllenhaal,"Olivia Colman, Jessie Buckley, Dakota Johnson, Ed Harris","United States, United Kingdom, Israel, Greece",0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,736320.44,0.0,0.0
Stillwater,6.6,2021,7,R,139.0,Tom McCarthy,"Matt Damon, Camille Cottin, Abigail Breslin, Lilou Siauvaud",United States,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,20682307.94,0.0,0.0
The Sadness,6.5,2021,5,TV-MA,99.0,Rob Jabbaz,"Berant Zhu, Regina Lei, Ying Ru Chen, Tzu Chiang Wang",Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,450466.9,0.0,0.0
Spencer,6.6,2021,11,R,117.0,Pablo Larra n,"Kristen Stewart, Timothy Spall, Sally Hawkins, Jack Nielen","United Kingdom, Germany, United States, Chile",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18845622.0,26070853.39,7225231.390000001,0.27713827706044264
Candyman,5.9,2021,8,R,91.0,Nia DaCosta,"Yahya Abdul Mateen II, Teyonah Parris, Nathan Stewart Jarrett, Colman Domingo","Canada, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,23033538.0,81048288.15,58014750.150000006,0.7158047563278485
After We Fell,4.7,2021,10,R,98.0,Castille Landon,"Josephine Langford, Hero Fiennes Tiffin, Louise Lombard, Chance Perdomo","United States, Bulgaria",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,22775260.84,0.0,0.0
Luca,7.4,2021,6,PG,95.0,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Saverio Raimondo",United States,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52087698.38,0.0,0.0
The Hating Game,6.2,2021,12,R,102.0,Peter Hutchings,"Lucy Hale, Austin Stowell, Damon Daunno, Sakina Jaffrey","United States, United Kingdom",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1611702.72,0.0,0.0
Titane,6.6,2021,10,R,108.0,Julia Ducournau,"Vincent Lindon, Agathe Rousselle, Garance Marillier, La s Salameh","France, Belgium",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,6325847.12,5216400.12,-1109447.0,-0.21268441348015305
Till Death,5.8,2021,7,R,88.0,S K Dale,"Megan Fox, Eoin Macken, Callan Mulvey, Jack Roth",United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,622514.87,0.0,0.0
Raya and the Last Dragon,7.3,2021,3,PG,107.0,"Don Hall, Carlos L pez Estrada, Paul Briggs, John Ripa","Kelly Marie Tran, Awkwafina, Gemma Chan, Izaac Wang",United States,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,136550175.62,0.0,0.0
Gunpowder Milkshake,6.0,2021,7,R,114.0,Navot Papushado,"Karen Gillan, Lena Headey, Carla Gugino, Michelle Yeoh","France, Germany, United States",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31409370.0,1063479.39,-30345890.61,-28.53453569043778
Benediction,6.6,2021,12,PG-13,137.0,Terence Davies,"Jack Lowden, Anton Lesser, Kate Phillips, Peter Capaldi","United Kingdom, United States",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,887228.85,0.0,0.0
The Conjuring: The Devil Made Me Do It,6.3,2021,6,R,112.0,Michael Chaves,"Patrick Wilson, Vera Farmiga, Ruairi O Connor, Sarah Catherine Hook",United States,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,40832181.0,216098015.13,175265834.13,0.8110478665181805
365 Days,3.3,2020,6,TV-MA,114.0,"Barbara Bialowas, Tomasz Mandes","Anna Maria Sieklucka, Michele Morrone, Bronislaw Wroclawski, Otar Saralidze",Poland,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,10025107.83,0.0,0.0
Tenet,7.3,2020,9,PG-13,150.0,Christopher Nolan,"John David Washington, Robert Pattinson, Elizabeth Debicki, Juhan Ulfsak","United States, United Kingdom",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,217278379.25,387173489.78,169895110.52999997,0.43880873823912353
Happiest Season,6.6,2020,11,PG-13,102.0,Clea DuVall,"Kristen Stewart, Mackenzie Davis, Mary Steenburgen, Victor Garber","United States, Canada",0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2237032.48,0.0,0.0
Enola Holmes,6.6,2020,9,PG-13,123.0,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter",United Kingdom,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21197890.66,0.0,0.0,0.0
Emma.,6.7,2020,3,PG,124.0,Autumn de Wilde,"Anya Taylor Joy, Johnny Flynn, Mia Goth, Josh O Connor","United Kingdom, China",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10598945.33,27986154.78,17387209.450000003,0.6212789712156377
Fatman,5.9,2020,11,R,100.0,"Eshom Nelms, Ian Nelms","Mel Gibson, Walton Goggins, Marianne Jean Baptiste, Chance Hurstfield","United Kingdom, Canada, United States",0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1750323.61,0.0,0.0
The French Dispatch,7.1,2020,10,R,107.0,Wes Anderson,"Benicio Del Toro, Adrien Brody, Tilda Swinton, L a Seydoux","Germany, United States",0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26497363.32,49108671.04,22611307.72,0.4604341197012364
Wonder Woman 1984,5.4,2020,12,PG-13,151.0,Patty Jenkins,"Gal Gadot, Chris Pine, Kristen Wiig, Pedro Pascal",United States,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,211978906.59,179760238.94,-32218667.650000006,-0.17923133524958146
Promising Young Woman,7.5,2020,12,R,113.0,Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie, Clancy Brown","United Kingdom, United States",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,19983427.47,0.0,0.0
Another Round,7.7,2020,12,Not Rated,117.0,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang, Lars Ranthe","Denmark, Sweden, Netherlands",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13505639.31,0.0,0.0
A Quiet Place Part II,7.2,2020,5,PG-13,97.0,John Krasinski,"Emily Blunt, Millicent Simmonds, Cillian Murphy, John Krasinski",United States,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,315183233.68,0.0,0.0
The Father,8.2,2020,2,PG-13,97.0,Florian Zeller,"Anthony Hopkins, Olivia Colman, Mark Gatiss, Olivia Williams","United Kingdom, France, United States",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6359367.2,26071560.23,19712193.03,0.7560802980758164
Let Him Go,6.7,2020,11,R,113.0,Thomas Bezucha,"Diane Lane, Kevin Costner, Kayli Carter, Ryan Bruce",United States,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,11484684.35,0.0,0.0
The Croods: A New Age,6.9,2020,11,PG,95.0,Joel Crawford,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener",United States,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68893144.64,228837392.95,159944248.31,0.6989428005979212
Inheritance,5.5,2020,5,TV-MA,111.0,Vaughn Stein,"Lily Collins, Simon Pegg, Connie Nielsen, Chace Crawford",United States,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,323194.7,0.0,0.0
