Title,Rating,Year,Month,Certificate,Runtime,Directors,Stars,Filming_location,Budget,Income,Country_of_origin, Action, Adventure, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller
Enola Holmes 2,6.8,2022,November,PG-13,129,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, David Thewlis, Louis Partridge",UK,Unknown,Unknown,"United Kingdom, United States",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bardo: False Chronicle of a Handful of Truths,7.0,2022,December,R,159,Alejandro G I rritu,"Daniel Gim nez Cacho, Griselda Siciliani, Ximena Lamadrid, ker S nchez Solano",Mexico,Unknown,"$38,190 ",Mexico,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Decision to Leave,7.3,2022,June,,139,Park Chan wook,"Park Hae il, Tang Wei, Lee Jung hyun, Go Kyung Pyo",South Korea,"$10,000,000 ","$21,661,216 ",South Korea,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fall,6.4,2022,August,PG-13,107,Scott Mann,"Grace Caroline Currey, Virginia Gardner, Mason Gooding, Jeffrey Dean Morgan",USA,"$3,000,000 ","$17,377,065 ","United Kingdom, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Good Nurse,6.8,2022,October,R,121,Tobias Lindholm,"Eddie Redmayne, Jessica Chastain, Denise Pillott, Dartel McRae",USA,Unknown,"$14,943 ",United States,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Drishyam 2,8.6,2022,November,,140,Abhishek Pathak,"Ajay Devgn, Tabu, Akshaye Khanna, Shriya Saran",India,Unknown,"$2,776,721 ",India,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Man Called Otto,,2022,January,PG-13,126,Marc Forster,"Tom Hanks, Rachel Keller, Manuel Garcia Rulfo, Kailey Hyman",USA,Unknown,Unknown,"Sweden, United States",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Apology,5.0,2022,December,,91,Alison Locke,"Anna Gunn, Linus Roache, Janeane Garofalo, Holland Bailey",USA,Unknown,Unknown,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uncharted,6.3,2022,February,PG-13,116,Ruben Fleischer,"Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali",Spain,"$120,000,000 ","$401,748,820 ","Spain, United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Women Talking,7.7,2022,January,PG-13,104,Sarah Polley,"Rooney Mara, Claire Foy, Jessie Buckley, Frances McDormand",Unknown,Unknown,Unknown,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Death on the Nile,6.3,2022,February,PG-13,127,Kenneth Branagh,"Tom Bateman, Annette Bening, Kenneth Branagh, Russell Brand",Egypt,"$90,000,000 ","$137,307,235 ","United States, United Kingdom",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blonde,5.5,2022,September,NC-17,167,Andrew Dominik,"Ana de Armas, Lily Fisher, Julianne Nicholson, Tygh Runyan",USA,"$22,000,000 ",Unknown,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Christmas with You,5.5,2022,November,TV-PG,89,Gabriela Tagliavini,"Aimee Garcia, Freddie Prinze Jr , Deja Monique Cruz, Gabriel Sloyer",USA,Unknown,Unknown,United States,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Corsage,6.7,2022,December,,113,Marie Kreutzer,"Vicky Krieps, Colin Morgan, Ivana Urban, Alma Hasun",Austria,"€ 7,500,000","$1,259,206 ","Austria, Luxembourg, Germany, France",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jurassic World: Dominion,5.7,2022,June,PG-13,147,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill",Malta,"$165,000,000 ","$1,001,136,080 ","United States, China, Malta",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Skinamarink,5.4,2022,January,,100,Kyle Edward Ball,"Jaime Hill, Lucas Paul, Ross Paul, Dali Rose Tetreault",Canada,"CA$15,000",Unknown,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spoiler Alert,6.7,2022,December,PG-13,112,Michael Showalter,"Jim Parsons, Ben Aldridge, Josh Pais, Allegra Heart",Unknown,Unknown,"$1,384,003 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I Heard the Bells,7.4,2022,December,,110,Joshua Enck,"Stephen Atherholt, Jonathan Blair, Rachel Day Hughes, Zach Meeker",Unknown,Unknown,"$5,382,295 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Memory,5.7,2022,April,R,114,Martin Campbell,"Liam Neeson, Guy Pearce, Taj Atwal, Harold Torres",Bulgaria,"$30,000,000 ","$13,897,255 ",United States,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
An Action Hero,8.0,2022,December,,130,Anirudh Iyer,"Ayushmann Khurrana, Nora Fatehi, Akshay Kumar, Malaika Arora",Unknown,Unknown,"$197,835 ",India,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Four,6.1,2022,December,TV-MA,141,Timo Tjahjanto,"Abimana Aryasatya, Putri Marino, Lutesha, Arie Kriting",Indonesia,Unknown,Unknown,Indonesia,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fallout,7.0,2021,January,R,96,Megan Park,"Jenna Ortega, Maddie Ziegler, Niles Fitch, Will Ropp",USA,Unknown,Unknown,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Farha,8.4,2021,December,TV-14,92,Darin J Sallam,"Karam Taher, Ashraf Barhom, Ali Suliman, Tala Gammoh",Jordan,Unknown,$703 ,"Jordan, Saudi Arabia, Sweden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dune,8.0,2021,October,PG-13,155,Denis Villeneuve,"Timoth e Chalamet, Rebecca Ferguson, Zendaya, Oscar Isaac",Jordan,"$165,000,000 ","$401,847,900 ","United States, Canada",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man: No Way Home,8.3,2021,December,PG-13,148,Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon",Iceland,"$200,000,000 ","$1,917,430,023 ",United States,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Little Things,6.3,2021,January,R,128,John Lee Hancock,"Denzel Washington, Rami Malek, Jared Leto, Chris Bauer",USA,"$30,000,000 ","$30,863,426 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No Time to Die,7.3,2021,October,PG-13,163,Cary Joji Fukunaga,"Daniel Craig, Ana de Armas, Rami Malek, L a Seydoux",UK,"$250,000,000 ","$774,153,007 ","United Kingdom, United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Hard,6.3,2021,November,TV-MA,104,Hern n Jim nez,"Nina Dobrev, Jimmy O Yang, Darren Barnet, James Saito",Canada,Unknown,Unknown,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Boy Called Christmas,6.7,2021,November,PG,106,Gil Kenan,"Maggie Smith, Isabella O Sullivan, Joel Fry, Eden Lawrence",Finland,Unknown,"$3,704,685 ","United Kingdom, France",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Suicide Squad,7.2,2021,August,R,132,James Gunn,"Margot Robbie, Idris Elba, John Cena, Joel Kinnaman",Panama,"$185,000,000 ","$168,657,565 ",United States,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Look Up,7.2,2021,December,R,138,Adam McKay,"Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett",USA,"$75,000,000 ","$791,863 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Black Phone,6.9,2021,June,R,103,Scott Derrickson,"Mason Thames, Madeleine McGraw, Ethan Hawke, Jeremy Davies",USA,"$18,000,000 ","$161,204,742 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Licorice Pizza,7.2,2021,December,R,133,Paul Thomas Anderson,"Alana Haim, Cooper Hoffman, Sean Penn, Tom Waits",USA,"$40,000,000 ","$33,267,952 ","United States, Canada",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Girl in the Basement,6.3,2021,February,TV-14,88,Elisabeth R hm,"Judd Nelson, Stefanie Scott, Joely Fisher, Emma Myers",Georgia,Unknown,Unknown,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The King's Man,6.3,2021,December,R,131,Matthew Vaughn,"Ralph Fiennes, Gemma Arterton, Rhys Ifans, Harris Dickinson",Italy,"$100,000,000 ","$125,897,478 ","United Kingdom, United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sing 2,7.4,2021,December,PG,110,"Garth Jennings, Christophe Lourdelet","Matthew McConaughey, Reese Witherspoon, Scarlett Johansson, Tori Kelly",Unknown,"$85,000,000 ","$407,514,912 ","United States, Japan",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mortal Kombat,6.1,2021,April,R,110,Simon McQuoid,"Lewis Tan, Jessica McNamee, Josh Lawson, Joe Taslim",Australia,"$55,000,000 ","$84,416,731 ",United States,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Night in Soho,7.1,2021,October,R,116,Edgar Wright,"Thomasin McKenzie, Anya Taylor Joy, Matt Smith, Diana Rigg",UK,"$43,000,000 ","$22,957,625 ","United Kingdom, China",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nobody,7.4,2021,March,R,92,Ilya Naishuller,"Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd",Canada,"$16,000,000 ","$57,510,518 ","United States, Japan, China",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nightmare Alley,7.0,2021,December,R,150,Guillermo del Toro,"Bradley Cooper, Cate Blanchett, Toni Collette, Willem Dafoe",USA,"$60,000,000 ","$39,629,195 ","United States, Mexico, Canada",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eternals,6.3,2021,November,PG-13,156,Chlo Zhao,"Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek",Spain,"$200,000,000 ","$402,064,899 ",United States,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Bit Christmas,6.7,2021,November,PG,97,Michael Dowse,"Winslow Fegley, Neil Patrick Harris, Steve Zahn, June Diane Raphael",Canada,Unknown,Unknown,United States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Worst Person in the World,7.8,2021,October,R,128,Joachim Trier,"Renate Reinsve, Anders Danielsen Lie, Herbert Nordrum, Hans Olav Brenner",Norway,"€ 5,000,000","$12,678,166 ","Norway, France, Sweden, Denmark",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Free Guy,7.1,2021,August,PG-13,115,Shawn Levy,"Ryan Reynolds, Jodie Comer, Taika Waititi, Lil Rel Howery",USA,"$120,000,000 ","$331,526,598 ","United States, Canada",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Snyder's Justice League,8.0,2021,March,R,242,Zack Snyder,"Henry Cavill, Ben Affleck, Gal Gadot, Amy Adams",Iceland,"$300,000,000 ",Unknown,United States,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasure,6.4,2021,October,R,109,Ninja Thyberg,"Sofia Kappel, Zelda Morrison, Evelyn Claire, Chris Cock",USA,"SEK 19,000,000","$393,824 ","Sweden, Netherlands, France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Single All the Way,6.1,2021,December,TV-PG,99,Michael Mayer,"Michael Urie, Philemon Chambers, Luke Macfarlane, Barry Bostwick",Canada,Unknown,Unknown,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
House of Gucci,6.6,2021,November,R,158,Ridley Scott,"Lady Gaga, Adam Driver, Al Pacino, Jeremy Irons",Italy,"$75,000,000 ","$153,265,068 ","United States, Canada",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Encanto,7.2,2021,November,PG,102,"Jared Bush, Byron Howard, Charise Castro Smith","Stephanie Beatriz, Mar a Cecilia Botero, John Leguizamo, Mauro Castillo",Unknown,"$50,000,000 ","$256,786,742 ",United States,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Matrix Resurrections,5.7,2021,December,R,148,Lana Wachowski,"Keanu Reeves, Carrie Anne Moss, Yahya Abdul Mateen II, Jonathan Groff",Germany,"$190,000,000 ","$157,297,525 ","United States, Australia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Sweet Home Alone,3.6,2021,November,PG,93,Dan Mazer,"Ellie Kemper, Rob Delaney, Archie Yates, Aisling Bea",Canada,"$15,000,000 ",Unknown,United States,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ghostbusters: Afterlife,7.1,2021,November,PG-13,124,Jason Reitman,"Carrie Coon, Paul Rudd, Finn Wolfhard, Mckenna Grace",Canada,"$75,000,000 ","$204,334,455 ","United States, Canada",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wrath of Man,7.1,2021,May,R,119,Guy Ritchie,"Jason Statham, Holt McCallany, Josh Hartnett, Rocci Williams",USA,"$40,000,000 ","$103,966,489 ","United Kingdom, United States",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Widow,6.7,2021,July,PG-13,134,Cate Shortland,"Scarlett Johansson, Florence Pugh, David Harbour, Rachel Weisz",Norway,"$200,000,000 ","$379,751,655 ",United States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes Day,5.7,2021,March,PG,86,Miguel Arteta,"Jennifer Garner, Edgar Ram rez, Jenna Ortega, Julian Lerner",USA,Unknown,Unknown,United States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
F9: The Fast Saga,5.2,2021,June,PG-13,143,Justin Lin,"Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson",Georgia,"$200,000,000 ","$726,229,501 ",United States,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CODA,8.0,2021,August,PG-13,111,Sian Heder,"Emilia Jones, Marlee Matlin, Troy Kotsur, Daniel Durant",USA,"$10,000,000 ","$1,886,365 ","France, Canada, United States",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Last Duel,7.4,2021,October,R,152,Ridley Scott,"Matt Damon, Adam Driver, Jodie Comer, Harriet Walter",Ireland,"$100,000,000 ","$30,552,111 ","United Kingdom, United States",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Castle for Christmas,5.5,2021,November,TV-G,98,Mary Lambert,"Brooke Shields, Cary Elwes, Lee Ross, Andi Osho",UK,Unknown,Unknown,"United Kingdom, United States",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cyrano,6.4,2021,February,PG-13,123,Joe Wright,"Peter Dinklage, Haley Bennett, Kelvin Harrison Jr , Ben Mendelsohn",Italy,Unknown,"$6,396,686 ","United Kingdom, Canada, United States",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Silent Night,5.7,2021,December,,92,Camille Griffin,"Keira Knightley, Matthew Goode, Roman Griffin Davis, Annabelle Wallis",Unknown,Unknown,"$438,825 ",United Kingdom,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
The Power of the Dog,6.8,2021,December,R,126,Jane Campion,"Benedict Cumberbatch, Kirsten Dunst, Jesse Plemons, Kodi Smit McPhee",New Zealand,Unknown,"$271,009 ","New Zealand, United Kingdom, Canada, Australia",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Voyeurs,6.0,2021,September,R,116,Michael Mohan,"Sydney Sweeney, Justice Smith, Ben Hardy, Natasha Liu Bordizzo",Canada,Unknown,Unknown,United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shang-Chi and the Legend of the Ten Rings,7.4,2021,September,PG-13,132,Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Chiu Wai Leung, Ben Kingsley",Australia,"$200,000,000 ","$432,243,292 ",United States,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
West Side Story,7.2,2021,December,PG-13,156,Steven Spielberg,"Ansel Elgort, Rachel Zegler, Ariana DeBose, David Alvarez",USA,"$100,000,000 ","$76,016,171 ",United States,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Operation Mincemeat,6.6,2021,May,PG-13,128,John Madden,"Colin Firth, Matthew Macfadyen, Kelly Macdonald, Rufus Wright",Spain,Unknown,"$15,710,164 ","United Kingdom, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Old,5.8,2021,July,PG-13,108,M Night Shyamalan,"Gael Garc a Bernal, Vicky Krieps, Rufus Sewell, Alex Wolff",Dominican Republic,"$18,000,000 ","$90,146,510 ","United States, Japan, China",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Red Notice,6.3,2021,November,PG-13,118,Rawson Marshall Thurber,"Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya",Italy,"$160,000,000 ","$178,143 ",United States,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad God,6.8,2021,June,,83,Phil Tippett,"Alex Cox, Niketa Roman, Satish Ratakonda, Harper Taylor",Unknown,Unknown,"$325,042 ",United States,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Green Knight,6.6,2021,July,R,130,David Lowery,"Dev Patel, Alicia Vikander, Joel Edgerton, Sarita Choudhury",Ireland,Unknown,"$18,888,418 ","United States, Canada, Ireland",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Many Saints of Newark,6.3,2021,October,R,120,Alan Taylor,"Alessandro Nivola, Leslie Odom Jr , Jon Bernthal, Vera Farmiga",USA,"$50,000,000 ","$13,058,293 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Belfast,7.3,2021,November,PG-13,98,Kenneth Branagh,"Jude Hill, Lewis McAskie, Caitr ona Balfe, Jamie Dornan",UK,"$25,000,000 ","$48,845,160 ",United Kingdom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Father Christmas Is Back,4.5,2021,November,PG-13,105,"Mick Davis, Philippe Martinez","Elizabeth Hurley, John Cleese, Kelsey Grammer, Nathalie Cox",UK,Unknown,"$5,751 ",United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Guilty,6.3,2021,October,R,90,Antoine Fuqua,"Jake Gyllenhaal, Riley Keough, Peter Sarsgaard, Christina Vidal",USA,Unknown,Unknown,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Army of the Dead,5.7,2021,May,R,148,Zack Snyder,"Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick",USA,"$70,000,000 ",Unknown,United States,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malignant,6.2,2021,September,R,111,James Wan,"Annabelle Wallis, Maddie Hasson, George Young, Michole Briana White",USA,"$40,000,000 ","$34,892,041 ","United States, China",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marcel the Shell with Shoes On,7.9,2021,June,PG,90,Dean Fleischer Camp,"Jenny Slate, Dean Fleischer Camp, Isabella Rossellini, Joe Gabler",Unknown,Unknown,"$6,336,735 ",United States,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Electrical Life of Louis Wain,6.8,2021,November,PG-13,111,Will Sharpe,"Benedict Cumberbatch, Claire Foy, Andrea Riseborough, Toby Jones",UK,Unknown,"$1,509,173 ",United Kingdom,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Tomorrow War,6.5,2021,July,PG-13,138,Chris McKay,"Chris Pratt, Yvonne Strahovski, J K Simmons, Betty Gilpin",Iceland,"$200,000,000 ","$14,400,000 ",United States,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
On the Count of Three,7.0,2021,May,R,86,Jerrod Carmichael,"Jerrod Carmichael, Christopher Abbott, Tiffany Haddish, Lavell Crawford",Canada,Unknown,"$62,131 ",United States,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
After Yang,6.6,2021,March,PG,96,Kogonada,"Colin Farrell, Jodie Turner Smith, Malea Emma Tjandrawidjaja, Justin H Min",Unknown,Unknown,"$672,154 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Godzilla vs. Kong,6.3,2021,March,PG-13,113,Adam Wingard,"Alexander Skarsg rd, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry",Australia,"$200,000,000 ","$470,067,014 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruella,7.3,2021,May,PG-13,134,Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser",UK,"$100,000,000 ","$233,503,234 ","United States, United Kingdom",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Army of Thieves,6.4,2021,October,TV-MA,127,Matthias Schweigh fer,"Matthias Schweigh fer, Nathalie Emmanuel, Ruby O Fee, Stuart Martin",Germany,Unknown,Unknown,"Germany, United States",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benedetta,6.8,2021,December,Unrated,131,Paul Verhoeven,"Virginie Efira, Charlotte Rampling, Daphne Patakia, Lambert Wilson",France,"$24,350,000 ","$4,250,592 ","France, Belgium, Netherlands",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
